页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
3,5.03495E+15,经济参考报,2024-5-17 9:09,【#文脉中国#珠水悠悠百粤传——中华文脉传承发展的广东答卷】1000多年前，岭南就是海上丝绸之路的一个起点。100多年前，就是在这里打开了近现代中国进步的大门。40多年前，也是在这里首先蹚出来一条经济特区建设之路。务实、包容、开放、创新的精神特质，涵养了岭南文脉向上向善、刚健朴实的精神内核。云山珠水，弦歌不辍。岭南之风，山高水长。网页链接　,0,0,0,45,328.5万,m,,北京,北京,中国
3,5.03335E+15,罗非鱼O-O,2024-5-12 23:23,《习近平谈“一带一路”》心得体会 为了使我们欧亚各国经济联系更加紧密、相互合作更加深人、发展空间更加广阔，我们可以用创新的合作模式，共同建设“丝绸之路经济带”。这是一项造福沿途各国人民的大事业。我们可从以下几个方面先做起来，以点带面，从线到片，逐步形成区域大合作。 ,0,0,0,49,1,f,广西,南宁,广西,中国
3,5.03318E+15,甘肃日报,2024-5-12 12:00,#简牍探中华#【聚焦悬泉汉简 央视《简牍探中华》5月12日播出】央视大型文化创新节目《简牍探中华》聚焦悬泉汉简，解读悬泉汉简背后的历史春秋，将于5月12日晚8时在央视综合频道（CCTV-1）播出。悬泉汉简是西北汉简资料库的重要组成部分，以邮驿交通和中西文化交流的资料见长，作为两汉丝绸之路的实时档案和原始记录，见证着我国两汉丝绸之路的繁荣历史。二十世纪九十年代，悬泉汉简在甘肃省敦煌市的出土揭开了汉代丝绸之路邮驿系统的面纱，串起了2000多年前的丝路故事。（新甘肃·甘肃日报记者 施秀萍）点击链接查看详细内容→甘肃日报数字报平台,0,0,0,200,9.9万,m,,兰州,甘肃,中国
3,5.03314E+15,每日甘肃网,2024-5-12 9:42,#简牍探中华# 【聚焦悬泉汉简 央视《简牍探中华》今日播出】央视大型文化创新节目《简牍探中华》聚焦悬泉汉简，解读悬泉汉简背后的历史春秋，将于5月12日晚8时在央视综合频道（CCTV-1）播出。悬泉汉简是西北汉简资料库的重要组成部分，见证着我国两汉丝绸之路的繁荣历史。 聚焦悬泉汉简 央视《简牍探中华》5月12日播出 ,0,0,0,873,153.8万,m,,兰州,甘肃,中国
3,5.03288E+15,上城发布,2024-5-11 16:03,【科技文化创新引领千年丝绸走进人们美好生活】#勇攀登共奋进#中国丝绸，纤纤细密，披散如流云，华贵有光泽，以其独有的魅力和绚丽的色彩，搭建起联通东西的丝绸之路，也编织出绵延千年的桑蚕丝绸产业。如今，以创新为主导，古老传统的丝绸也在不断蜕变，一丝一缕都在向新而行，为“新质生产力”写下生动的注脚。日前，央视一套（CCTV1）重点新闻栏目《晚间新闻》用了8分多钟时间，专题报道上城企业万事利丝绸以科技文化创新引领千年丝绸走进人们的美好生活。#产业突破年# #多元化消费激活经济新动能#央视播了8分钟！专题报道上城这家企业,6,5,5,201,10.1万,m,,杭州,浙江,中国
3,5.0325E+15,海南日报,2024-5-10 15:21,【#海上丝绸之路#上的#峇峇娘惹文化展#吸引游客打卡】5月9日，正在中国(海南)南海博物馆展出的“峇峇娘惹的世界——海上丝绸之路上的峇峇娘惹文化展”，吸引不少游客走进展馆感受中华文化与东南亚文化以及西方文化间的相互包容与创新。据了解，本次展览挑选了来自新加坡亚洲文明博物馆及土生文化馆、新加坡国家博物馆的124件(套)文物和中国(海南)南海博物馆馆藏13件土生华人家具进行展出，内容涵盖“土生华人”肖像、服饰穿着、居家用品、婚俗用品、建筑风格以及宗教信仰等方面内容，多角度呈现峇峇娘惹的重要文化元素。（记者 符宇群 林士杰） 中新网海南的微博视频,2,0,2,1591,735.2万,m,,海口,海南,中国
3,5.03218E+15,ELLEDECO家居廊,2024-5-9 18:00,#DECO ART# 新绎美术馆，坐落于位于京津冀区域的中⼼地带——廊坊市丝绸之路⽂化艺术交流中⼼西侧，是一座⾮营利性⽂化艺术机构。为了建⽴美术馆以学术推动艺术创新发展的新范式，美术馆在张子康馆长的带领下为公众精心筹备了三大开馆展，分别为“一刻·出入——宋冬、尹秀珍双个展”、“时间的铭刻：中国当代艺术收藏的经验和转变”、“新绎·青年艺术年度国际项目：青年艺术家提名展”。地址：河北省廊坊市经济技术开发区金源道与新开路交叉口南300米，丝路中心西侧4层平台#ELLEDECO家居廊# #展览资讯# 遇见艺术 生活美学 #设计灵感# #艺术分享# 周末去哪儿,0,0,2,326,61.2万,f,,上海,上海,中国
3,5.03217E+15,起什么名字才会中大奖,2024-5-9 17:07,#高质量发展看新疆##笃定信心向未来乌鲁木齐##你好乌鲁木齐# 5月8日上午，第七届丝绸之路发展论坛——战略与创新（AI）研讨会在水磨沟区“企业之家”会议室火热进行。来自乌鲁木齐市各个领域的企业代表、AI领域的专家、学者及技术人员等70余人参与了此次活动。 ,0,1,0,0,3,m,新疆,乌鲁木齐,新疆,中国
3,5.03212E+15,卷宗Wallpaper,2024-5-9 14:16,“悦饰”系列花丝镶嵌首饰设计展首展——“悦饰千秋天地间——花丝镶嵌首饰设计展”于2024年5月8日下午在北京兰画廊开幕。展览由中央美术学院、中国非物质文化遗产研究院担任学术主持，中央美术学院丝绸之路艺术研究协同创新中心、北京丝绸之路合作与发展促进会主办，兰画廊、丝绸之路艺术交流中心协办，旨在推动设计创新优秀艺术作品的传播与交流。花丝镶嵌首饰作为中国传统工艺载着吉祥寓意和传统美德，具有独特的文化象征意义。本次展览遴选了40余位当代设计师的100余件佳作，它们不仅继承了古老工艺的精致性、细腻性、华丽性，更融入了现代设计理念与技术创新，使得花丝镶嵌的设计更加精细和立体，展现出这一传统技艺在当代的最新设计成果。#WALLPAPER 资讯#,0,0,3,52,239.2万,m,,北京,北京,中国
3,5.03209E+15,用户7917572469,2024-5-9 12:16,#你好乌鲁木齐【稳经济 促发展】创新战略研讨会为企业发展赋能——第七届丝绸之路发展论坛举办 ,0,0,0,0,1,f,新疆,乌鲁木齐,新疆,中国
4,5.03182E+15,杭州网,2024-5-8 18:00,#新质生产力让千年丝绸走进人们的美好生活#【万事利丝绸以科技文化创新引领千年丝绸走进人们的美好生活】#先行领杭# 中国丝绸，纤纤细密，披散如流云，华贵有光泽，以其独有的魅力和绚丽的色彩，搭建起联通东西的丝绸之路，也编织出绵延千年的桑蚕丝绸产业。那些丝绸传统工艺里，有勤劳，有智慧，更有文化理念，如从自然生命中提炼出蚕丝来说，彰显的就是人与自然和谐共生的理念。如今，以创新为主导，古老传统的丝绸也在不断蜕变，一丝一缕都在向新而行，为#新质生产力# 写下生动的注脚。杭州@万事利丝绸  不断探索丝绸与日常生活相融合的更多可能。不会皱的新丝绸、可水洗的蚕丝被，新技术的不断突破，撕掉了丝绸身上娇贵的标签，让它能够更好地飞入寻常百姓家，飞向全世界。他们不断创新突破，追求更环保、更好用、更高质量，是产业的蜕变升级，正是对中华文化理念的传播与表达。（央视/上城发布） 杭州网的微博视频,3,1,0,513,202.7万,f,,杭州,浙江,中国
4,5.03177E+15,中国国际大学生时装周,2024-5-8 14:52,#中国国际大学生时装周# 陕西服装工程学院2024毕设发布主题为——丝路•向欣生，追溯丝路源启，历经丝绸之路，迈向未来。以陕西地域特色文化为立足点，从丝路沿线的自然景观、非遗文化、历史文脉等方面，结合现代服饰语言符号，运用数字化设计手段进行创新设计，融合数码印花、滴胶、刺绣等再造手段，围绕“数字赋能、时尚设计”的创作思路贯穿于设计中。,0,0,0,181,12.1万,f,北京,北京,北京,中国
4,5.03142E+15,丝路发布THESILKROADRELEASE,2024-5-7 15:56,通过加强经济合作、科技创新、文化交流和国际合作等方面的合作，法国将为丝绸之路经济带建设贡献自己的力量，同时也将为自己带来新的发展机遇和挑战..... 亚、欧两大国万里“牵手”：法国与丝绸之路历史渊缘及未来关系 ,0,0,0,66,35,m,四川,达州,四川,中国
4,5.03137E+15,甘肃日报,2024-5-7 12:30,#强信心看甘肃# #蓬勃向前实干兴陇#【强信心 看发展 | 科技之花结出产业硕果——丝绸之路信息港公司以科技创新推动产业创新】生活中，不少市民在出行中都遇到过这样的问题：一边绿灯空放，一边车辆排队过长、行人过街等待时间过长……“安装智慧交通灯后，如果左右两边没车，信号灯就会变成绿灯，人就可以直接过马路了，非常智能。”“智慧交通灯，让堵车现象减少了，出行更加畅通了。”近期，在兰州新区、庆阳两地，不少市民发现在城区的路口，出现了“聪明”的信号灯。这是丝绸之路信息港公司自主研发的基于人工智能技术的新一代智慧交通信号灯集群控制系统开展的试点工作。（新甘肃·甘肃日报记者 李永萍）点击链接查看详细内容→甘肃日报数字报平台,0,0,0,200,9.9万,m,,兰州,甘肃,中国
4,5.03093E+15,Angel-梦不落,2024-5-6 7:03,#张艺兴# 💜#Mpop#  张艺兴以「飞天」讲述敦煌艺术 丝绸之路 中西交融 以融合创新抒写千年画卷！  zyx @张艺兴 lay #张艺兴新歌psychic#  张艺兴  Angel-梦不落的微博视频 ,41,71,140,282,20.9万,f,四川,成都,四川,中国
4,5.03077E+15,想吃冷饺子,2024-5-5 20:36,一千多年前海上丝绸之路的起点，一千多年后粤港澳大湾区的核心，这里是千年商都广州，珠江之水孕育了广州人的生存逻辑与智慧，商业的基底造就了广州的城市性格：它低调务实，它开放而多元，它既传承两千多年的历史人文，又从不间断地积极进取、突破自我、勇于创新。 陈建彬，广东道至正餐厅行政总厨、中国烹饪名师，在餐饮行业超过20年时间，“作为一名厨师，我对出品要求非常严谨，严格控制每一样食材的处理方式，配合科学料理方法，务求最大化表现食材的原汁原味。”陈建彬说。除了要求团队注重菜品出品的色香味意形之外，也将健康养生的饮食康养观念融合进来，力争使每道菜都保有独特风味和个性，让食客吃得健康、吃得开心，享受美食带来的愉悦。 传统的广州在传承，传承的广州在创新，创新的广州成就了无数人的希望与梦想，在这座兼容并蓄、务实进取的都市里，浓的是化不开的生活氛围，多的是升腾不息的人间烟火，以食为媒，“五一”假期继续跟随建设银行广州分行及建行生活APP的步履，走进广州，遇“建”羊城的美好。 想吃冷饺子的微博视频,0,2,1,1487,3.8万,f,内蒙古,呼和浩特,内蒙古,中国
4,5.03039E+15,上等圣女果,2024-5-4 19:34,一千多年前海上丝绸之路的起点，一千多年后粤港澳大湾区的核心，这里是千年商都广州，珠江之水孕育了广州人的生存逻辑与智慧，商业的基底造就了广州的城市性格：它低调务实，它开放而多元，它既传承两千多年的历史人文，又从不间断地积极进取、突破自我、勇于创新。 曲殿升，山东老家连锁厨务中心技术总监，专注山东面食四十年，“作为山东人，我对我们传统面食有深厚的感情，面食不仅是我们的日常饮食，我选择深耕面食，也是希望用自己的双手把山东的面食文化传承下去，让更多人了解、品尝和喜爱我们家乡的味道。” 在曲殿升看来，水饺是最能代表亲情的面食，一家人聚在一起擀面、和馅儿、包饺子，传递的其实是家的温暖。“尤其是手工包制的水饺，味道全然不一样。” 传统的广州在传承，传承的广州在创新，创新的广州成就了无数人的希望与梦想，在这座兼容并蓄、务实进取的都市里，浓的是化不开的生活氛围，多的是升腾不息的人间烟火，以食为媒，“五一”假期继续跟随建设银行广州分行及建行生活APP的步履，走进广州，遇“建”羊城的美好。 上等圣女果的微博视频,0,1,1,679,2万,m,内蒙古,呼和浩特,内蒙古,中国
4,5.02957E+15,印象庆阳网,2024-5-2 13:07,【甘肃庆阳市简介  庆阳风采：历史文化与现代发展交相辉映】在庆阳这片古老而充满灵气的土地上，历史的沉淀与现代的创新交相辉映，谱写出一曲令人回味悠长的城市乐章。古城庆阳，有着深厚的历史文化底蕴，从古丝绸之路上驰名的驿站到明清古城的遗风，每一处历史遗迹都诉说...  网页链接 ,0,0,0,786,11.7万,m,,兰州,甘肃,中国
4,5.02936E+15,青衍_艾德莱斯文化传播,2024-5-1 23:02,艾德莱斯绸被称为古丝绸之路的“活化石”。2008年，传统的艾德莱斯绸织造工艺入选国家级非物质文化遗产名录。 青衍从艾德莱斯的传承发展出发，实现艾德莱斯文化的进一步传承创新，文创、家具、服饰、挂件、首饰……多形式的文化传播，青衍在未来也将用心发展，丰富形式，欢迎广大网友了解💖 ,0,0,1,47,1,f,陕西,西安,陕西,中国
5,5.02844E+15,喀什地区中级法院,2024-4-29 10:31,#法治新疆# 《知识产权司法保护典型案例四 | 音集协诉某会所侵害作品放映权纠纷系列案》近年来，喀什中院主动融入国家向西开放总体布局，加快丝绸之路经济带核心区重要支点建设和中国（新疆）自由贸易试验区喀什片区建设，牢固树立“保护知识产权就是保护创新”的理念，深入推进审判机制改革创新，全面强化知识产权司法保护，不断提高知识产权司法保护效能，为喀什经济高质量发展提供了有力司法保护。为充分发挥典型案例的示范引导作用，在第24个世界知识产权保护日，发布知识产权司法保护系列典型案例，增强全社会尊重和保护知识产权意识。  知识产权司法保护典型案例四 | 音集协诉某会所侵害作品放映权纠纷案,0,23,17,776,4146,m,,喀什地区,新疆,中国
5,5.02791E+15,风沄超超,2024-4-27 23:23,【泾川】位于甘肃平凉，其佛教历史至少有1600多年，结合古代泾州是长安门户、丝路中枢以及民族融合等因素，可以确定古代泾州在丝绸之路佛教文化繁荣和传播中，处于佛教东渐桥头堡的重要地位，是多元文化的创新地和交汇地，从而为佛教在中国的传播找到了一个重要坐标。 ,0,0,0,86,1,f,广西,,广西,中国
5,5.02756E+15,海纳丝路,2024-4-27 0:02,HSK#丝绸之路创新发展研究院# ,0,0,1,833,259,f,北京,北京,北京,中国
5,5.02711E+15,WEDGWOOD威基伍德官方,2024-4-25 18:00,#Welcome to WEDGWOOD# 清新自然的杉树绿，平和而宁静，营造轻盈灵动的盎然生机。华丽繁复的纹样融汇悠远宁静的色调，成就明朗典雅的现代格调。时尚达人们别具创新，用丝绸之路杉树绿瓷器盛装酸奶、美式并置于金属托盘之上，奢享五星级酒店同款慵懒Brunch 。 WEDGWOOD威基伍德官方的微博视频 ,3,13,112,40,53.4万,m,上海,上海,上海,中国
5,5.02739E+15,新疆网官方微博,2024-4-26 13:01,【知识产权赋能创新发展——乌鲁木齐市加快推进丝绸之路经济带知识产权强市建设观察】流光溢彩的城市，创新是发展的不竭动力。创新之光的源头，离不开知识产权的保护。#乌鲁木齐头条# 网页链接 ,0,0,0,288,12万,f,,乌鲁木齐,新疆,中国
5,5.02738E+15,乌鲁木齐晚报,2024-4-26 11:47,【知识产权赋能创新发展 ——乌鲁木齐加快推进丝绸之路经济带知识产权强市建设观察】流光溢彩的城市，创新是发展的不竭动力。创新之光的源头，离不开知识产权的保护。中共中央、国务院《知识产权强国建设纲要（2021—2035年）》中提到，实施知识产权强国战略，回应新技术、新经济、新形势对知识产权制度变革提出的挑战，加快推进知识产权改革发展，协调好政府与市场、国内与国际，以及知识产权数量与质量、需求与供给的联动关系，全面提升我国知识产权综合实力，大力激发全社会创新活力。网页链接,0,0,0,324,75.6万,m,,乌鲁木齐,新疆,中国
5,5.02666E+15,户外蜀黍,2024-4-24 12:41,瞰中国：这里是陕西 三秦大地八百里秦川三千年中国看陕西黄河岸边吼秦腔黄土高坡信天游红色文化代代传这里是中华文明的发祥地这里是丝绸之路的起点这里是中华民族的生态脊梁这里黄土伴江南这里古朴又时尚这里豪放并细腻这里在坚守中传承这里在传承中创新这里在创新中开放这里在开放中多元这里在多元中探索这里在探索中开启新征程 网页链接,0,0,0,507,5.5万,m,四川,成都,四川,中国
5,5.02592E+15,天水都市网,2024-4-22 11:38,#天水城事# 【天水：传承千年文化 绵延古城魅力】#天水麻辣烫持续火爆#  千年古城，古韵悠悠，生机勃勃。 天水作为中华文明的重要发祥地，是历史文化的富集地，也是丝绸之路经济带重要节点城市和华夏文明传承创新区，历史文化与地方文化在这里交相辉映。 @逛龙城  天水：传承千年文化 绵延古城魅力 ,0,1,2,182,2148,m,甘肃,天水,甘肃,中国
5,5.02551E+15,东阳工艺美术,2024-4-21 8:22,东阳木雕东阳木雕|丝绸之路浙江省工艺美术大师 夏 浪/作#丝绸之路# 两千多年前，一些无畏的中国人由长安出发，穿过戈壁沙漠，越过瀚海千山，开辟了一条连通欧亚大陆的通道，搭起中西文化交流的桥梁。这条代表中国人开拓创新、开放包容精神的道路被称为“丝绸之路”，作者通过木雕作品将这一精神赋予新的内涵。 金华·中国木雕状元夏浪艺术馆,0,0,2,289,8672,m,,金华,浙江,中国
5,5.02504E+15,星川落時,2024-4-20 0:48,#数字丝路发展论坛# 数字丝路就是“智能丝路”（ai silk road）。  数字丝路就是营造一个更加开放、和平、安全和创新的网络空间，给全球发展带来新的‘中国机会’，建设一条通向共同富裕的‘网上丝绸之路’。” ,0,0,0,922,1万,f,甘肃,兰州,甘肃,中国
6,5.02491E+15,光明网,2024-4-19 16:37,【吕建中：发展国际文化贸易，建设“文化数字丝绸之路”】近日，世界互联网大会#数字丝路发展论坛#在陕西西安召开。丝绸之路国际总商会主席、中国国际交流协会副会长、大唐西市集团董事局主席吕建中表示，全球数字经济蓬勃发展的当下，建设线上线下相结合的“文化数字丝绸之路”，不仅是一个创新的构想，更是一个承载着深厚文化内涵和广阔发展前景的实践。未来，要以“文化数字丝绸之路”为抓手和突破口，发展国际文化贸易，增进文明交流互鉴和民心相通。#数字丝路#,1,0,0,240,1891.3万,m,,北京,北京,中国
6,5.02487E+15,乌兹别克斯坦海纳丝路臧老师,2024-4-19 13:56,感谢纳曼干州对我们的信任和尊重！同时今天收到了来自中国好几个大学和机构的合作支持！#海纳丝路留学##丝绸之路创新发展研究院##丝绸之路出版社##乌兹别克斯坦# ,0,0,0,2406,3506,f,北京,,北京,中国
6,5.0246E+15,白天鹅宾馆,2024-4-18 20:00,作为白天鹅宾馆的创新名片之一数百架无人机以白鹅潭为背景进行表演聚焦“天下第一展”广交会同时描绘海上丝绸之路发源地十三行的历史引出标志性非遗元素通过现代高科技手段讲好广东故事让宾客体验广州城市魅力#无人机灯光秀# #第135届广交会# 广州·广州白天鹅宾馆 白天鹅宾馆的微博视频,1,0,6,77,1.9万,f,广东,广州,广东,中国
6,5.02428E+15,海纳丝路,2024-4-17 22:49,活动日程2024年4月18日15:00至18:00在乌兹别克斯坦大使馆1. 介绍乌兹别克斯坦的旅游潜力;2. 中国旅游公司代表致辞;3. 烹饪大师展示乌兹别克斯坦抓饭;4. 品尝抓饭和乌兹别克斯坦民族美食;5. 与乌兹别克斯坦大使馆工作人员和中国旅游、文化和媒体代表进行公开对话。#海纳丝路留学##丝绸之路创新发展研究院##丝绸之路出版社#,0,0,0,833,259,f,北京,北京,北京,中国
6,5.02425E+15,中国日报网,2024-4-17 20:30,【弗朗西斯·高锐：数字科技加速互联互通】#数字丝路发展论坛# 世界互联网大会副理事长弗朗西斯·高锐称赞西安是新旧结合的典范，这座城市拥有丰富的文化遗迹和文化遗产，为世界带来了无尽的乐趣。如今，随着数字科技的不断创新与应用，古老的丝绸之路焕发出勃勃生机，助力文化交流与贸易繁荣。点击视频，一起感受西安的数字化魅力吧！#世界互联网大会# #西安# 中国日报网的微博视频,1,0,2,231,863.6万,m,,北京,北京,中国
