页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
4,5.03425E+15,塞尔维亚文旅步小勇,2024-5-15 11:11,塞尔维亚已成为第一个与中国共同构建命运共同体的欧洲国家，中塞友谊达到了历史新高峰。国之亲在于民相交，民心相通文化先行，此次以王芝文大师为代表的汕头工艺美术协会走进塞尔维亚，分别在中国文化中心大厦和贝尔格莱德艺术大学举办了两场艺术交流活动，与中塞各界人士分享并展示了“陶瓷微书”、潮汕木雕、螺钿等中国国家级非遗传统技艺，加深了两国友人对中国传统美术工业的认识和理解。三位艺术家作品被贝尔格莱德艺术大学永久收藏。王大师在两场活动中现场泼墨创作，一笔一划勾勒千姿百态。这也是继高访之后中塞之间的第一场文化艺术交流。感谢各界人士给予活动的大力支持以及我方全体工作人员的辛苦付出，期待未来的文体交流大年。 塞尔维亚·贝尔格莱德尼古拉特斯拉机场 Nikola Tesla Airport 塞尔维亚文旅步小勇的微博视频,0,1,18,423,128.8万,m,塞尔维亚,,塞尔维亚,塞尔维亚
4,5.03398E+15,河口融媒,2024-5-14 17:11,【“为匈中关系发展创造良好民意基础”】 “近年来，匈牙利与中国在高校合作、人才培养等方面开展广泛交流合作，取得显著成效，孔子学院为促进民心相通贡献重要力量。”匈牙利罗兰大学副校长、孔子学院匈方院长郝清新近日在接受本报记者专访时表示。 来源：人民日报 “为匈中关系发展创造良好民意基础” ,0,0,0,87,1016,f,,红河哈尼族彝族自治州,云南,中国
4,5.0335E+15,SUN要晒太阳,2024-5-13 9:21,民心相通 双向奔赴  时政新闻眼丨一次历史性访问，引领中匈关系驶入“黄金航道” ,0,0,1,765,334,m,重庆,,重庆,中国
4,5.03312E+15,米饭君Umi,2024-5-12 8:30,网友懂不懂孔子学院是做啥的啊？孔子学院主要功能是教中文，在TikTok听歌就能学会讲中文吗？的确TikTok可以更好地传播中国文化，但真的要民心相通还得靠系统地学语言。,0,1,3,699,563,m,浙江,杭州,浙江,中国
4,5.0328E+15,中国中医药报,2024-5-11 10:55,中医药是中华民族的瑰宝，近年来，中医药也逐渐走向了世界，在向海外民众提供健康服务的同时，也为传播中国传统文化、促进民心相通起到了积极作用。作为欧洲首个为中医药立法的国家，匈牙利的中医药得到了蓬勃发展，越来越多的民众感受到了中医药的魅力。中医药#匈牙利人学会用中医养生#,3,2,6,211,23.7万,m,,北京,北京,中国
4,5.03237E+15,中国华能,2024-5-10 6:18,【桑河二级水电站海外履责入选中电联优秀案例】近日，华能澜沧江公司桑河二级水电站报送的《中国华能“5+N”海外履行社会责任促进中柬民心相通案例》入选中电联2023年电力企业社会责任海外履责类优秀案例。该案例主要反映了桑河二级水电站在电力供应、环保水保、减贫助困、人才就业、公益事业等方面履行央企海外社会责任的积极作为，以及推动中国设备、中国技术、中国管理、中国标准、中国文化全链条“走出去”的有效做法。,77,74,112,122,2.1万,m,北京,北京,北京,中国
4,5.03259E+15,西北群狼,2024-5-10 21:09,《中国中医药大学》节目通过探寻横跨数千年的华夏医脉，解码具有历史连续性的中华文明，搭建起民心相通的中医药文化之桥，向全世界传播中医药文化。 西北群狼的微博视频 ,0,0,0,4481,2.9万,m,陕西,西安,陕西,中国
4,5.03255E+15,巴彦淖尔日报社,2024-5-10 18:32,【互鉴丨铁杆友谊闪闪发光 真朋友好伙伴携手前行】国家主席习近平结束对塞尔维亚的国事访问前往匈牙利。总台谈话节目《互鉴》，走进巴尔干半岛多彩国度——塞尔维亚。中塞嘉宾欢聚一堂，聊聊我们的“铁杆”友谊，学习一下传统科罗舞。在轻松愉快的氛围中，聊聊我们互帮互助、互学互鉴中，那些民心相通的感人故事。互鉴丨铁杆友谊闪闪发光 真朋友好伙伴携手前行,5,0,5,555,5.9万,m,,巴彦淖尔,内蒙古,中国
4,5.03253E+15,石城发布,2024-5-10 17:22,#互鉴#【正在播出！#一个个生动故事见证中塞铁杆友谊#】今天，总台时事谈话节目《互鉴》带你走进巴尔干半岛多彩国度——塞尔维亚，邀请中塞嘉宾聊聊“铁杆”友谊。在互帮互助中，我们真诚相待、合作共赢；在互学互鉴中，我们民心相通、携手进步。一起看！#习近平主席出访欧洲三国#  央视新闻的微博视频 网页链接,0,0,0,122,1.5万,m,,,广东,中国
4,5.03242E+15,昆明市投资促进局,2024-5-10 9:51,【云南省青少年对外交流中心揭牌仪式在昆举行】5月8日，云南省青少年对外交流中心揭牌仪式在昆明海埂会堂举行。云南省青少年对外交流中心的揭牌成立，成为培养青少年的国际视野，促进与周边国家交流交融、民心相通的新载体。下一步，云南省关工委将积极探索开展青少年对外交流交往工作，通过州县庆典、民族节日、走亲访友、驻外驻学班等多种形式开展交流活动，讲好中国故事和云南故事，加强中外青少年联谊，促进双边经济发展，维护边境团结稳定，铸牢民心相通根基。（云南省关心下一代工作委员会办公室）,0,0,2,280,2040,m,,昆明,云南,中国
5,5.03241E+15,宁波工会,2024-5-10 9:30,【建立高水平政治互信 中匈关系驶入“黄金航道”】#民心相通是中匈关系发展的源头活水#5月8日，国家主席习近平应邀对匈牙利进行国事访问。两国领导人共同擘画新时代中匈关系发展新蓝图，携手引领两国关系驶入“黄金航道”。今年是中匈建交75周年。75年来，双方走出了一条主权国家独立自主对外友好交往的正道。近年来，双方高层交往密切，互信水平不断提高，为相互尊重、公平正义、合作共赢的新型国际关系树立起一个典范。一起来学习！#看图学习#看图学习丨建立高水平政治互信 中匈关系驶入“黄金航道”,0,0,0,136,4844,m,,宁波,浙江,中国
5,5.0324E+15,央广网,2024-5-10 8:35,【建立高水平政治互信 中匈关系驶入“黄金航道”】#民心相通是中匈关系发展的源头活水#5月8日，国家主席习近平应邀对匈牙利进行国事访问。两国领导人共同擘画新时代中匈关系发展新蓝图，携手引领两国关系驶入“黄金航道”。今年是中匈建交75周年。75年来，双方走出了一条主权国家独立自主对外友好交往的正道。近年来，双方高层交往密切，互信水平不断提高，为相互尊重、公平正义、合作共赢的新型国际关系树立起一个典范。一起来学习！#看图学习#看图学习丨建立高水平政治互信 中匈关系驶入“黄金航道”,2,3,5,579,744.6万,m,,北京,北京,中国
5,5.03213E+15,中国社会科学报,2024-5-9 14:28,【中法文明交流互鉴为世界树立典范】5月3日，“中法文明交流互鉴：回顾与展望”学术研讨会在法国巴黎举行。中国社会科学院院长高翔，法国国立东方语言文化学院院长余曦等出席会议开幕式并致辞。高翔指出，中法都拥有源远流长的古老文明，两国加强文明互鉴、丰富人文交流，是促进民心相通、夯实互信基础、深化伙伴关系的内在要求。当前国际形势错综复杂，“文明冲突论”死灰复燃，中法应进一步加强文明交流互鉴，为不同文明和谐共生、合作共赢树立典范。高翔表示，今年是全球文明倡议提出一周年，中法两大文明之间深化合作交流、加强互学互鉴，必将有力推动全球文明倡议进一步落实落地，促进不同文明共同进步，增进全人类共同福祉，为世界永续和平发展夯实文明根基。网页链接,0,0,0,415,3.3万,m,,北京,北京,中国
5,5.03205E+15,人民日报海外版-海外网,2024-5-9 9:39,#丝路青年说#【#“鲁班工坊”构筑国际技能交流之桥# 】2018年，欧洲第一家鲁班工坊在葡萄牙成立。近年来，数百位技艺精湛的学生从葡萄牙鲁班工坊走出来，收获了优良的发展前景。在“一带一路”倡议的引领下，鲁班工坊在世界各地架起了一座座中外民心相通的桥梁。 “鲁班工坊”构筑国际技能交流之桥 ,0,0,5,424,646.2万,m,,北京,北京,中国
5,5.03188E+15,魔性韩综,2024-5-8 21:47,音乐跨越国界！意大利安东尼亚诺小合唱团演唱《灯火里的中国》，孩子们唱出万家灯火，民心相通 魔性韩综的微博视频 ,0,0,44,110,29.4万,f,北京,北京,北京,中国
5,5.03175E+15,设计老铁,2024-5-8 13:29,“中朝友好年”纪念标识整体为圆形。标识顶部圆环由中朝两国国旗组成，形成桥梁形状，象征中朝传统友好和民心相通。标识中部为红色“75”字样，使用中朝文标注“中朝友好年”，突出中朝建交75周年和友好年主题。标识底部由北京天坛祈年殿和平壤凯旋门艺术化图案组成，使用中朝两国标志性建筑突出特色。#logo设计注册#,1,1,0,3668,20.2万,m,广东,东莞,广东,中国
5,5.0311E+15,育见新闻,2024-5-6 18:30,#全国教育新闻联播# 【2024年5月6日CETV1《全国教育新闻联播》】精彩看点：●文明互学互鉴，民心相连相通，中法建交60周年，两国携手共创美好未来。●扎根海外三十载，救死扶伤传大爱。广州中医药大学青蒿抗疟援外医疗队，让火热青春燃烧在抗疟一线。●五一呈现观展热，小孩打碎12万瓷瓶被免赔引热议。今日热点关注，“虚惊一场”之后，文明观展如何更好践行？ 敬请关注！  育见新闻的微博视频,0,0,2,225,140.4万,m,,,,
5,5.0305E+15,用户6054781713,2024-5-5 2:24,文化是流动的名片 多元互动推动民心相通 开创中法关系美好未来_新闻频道_央视网(cctv.com) 网页链接 ,0,0,0,7498,1259,m,浙江,温州,浙江,中国
5,5.03006E+15,法语翻译之友,2024-5-3 21:36,当日鲜活汉译法例句-CFE-857-2024/Phrase du jour en chinois à traduire en français (2 mai 2024)合作期间，双方在大熊猫野外保护、饲养繁育、疫病防控、疾病救治等方面共同开展研究，联合攻克了系列技术难题，共成功繁育6胎6仔，对提升大熊猫保护总体水平、促进两国民心相通、增进民间友好发挥了积极作用。答案见《与时俱进汉法双向翻译词典》电脑和类似App模式手机版。该词典链接：网页链接,0,0,0,55,6.1万,m,美国,,美国,美国
5,5.02996E+15,北京周报,2024-5-3 14:54,#加强交流互鉴促进民心相通#国之交在于民相亲，民相亲在于心相通。2024年5月3日，#中国人民对外友好协会#成立70周年。自成立以来，中国人民对外友好协会致力于各国民心相通。未来，它还将代表中国人民在国际社会和世界各国广交深交朋友，促进全人类团结进步。#友谊##Xi's Focus##翻译硕士##翻译考试##CATTI# @CATTI译路通 @翻译硕士考研网,4,0,3,245,145.2万,m,,连云港,江苏,中国
6,5.02995E+15,汉语桥,2024-5-3 14:00,德国不来梅孔子学院#汉语桥# 春令营来华交流项目顺利结营啦！学生们通过实地走访，亲身感受中华文明的灿烂成就和新时代中国的发展速度，在学习交流与切身体验中，沉浸式地品悟中华传统文明的魅力！这次活动不仅让学生们不仅了解了真实、立体、全面的中国，更助力了两国人民民心相通。（via.首都师范大学国际文化学院）,1,0,2,779,20.4万,m,,,北京,中国
6,5.0299E+15,东8区编辑室,2024-5-3 10:58,【大型纪录片《船政学堂》讲述中法人文交流史上的感人故事】   5月2日，中央广播电视总台央视纪录频道（CCTV-9）开始播出六集纪录片《船政学堂》。节目讲述了中国第一所法国式大学——福建船政学堂 鲜为人知的故事，展现其在中法人文交流和民心相通中发挥的重要作用。  #船政学堂##中法关系##中欧2024# 东8区编辑室的微博视频,4,0,5,368,31.8万,f,北京,北京,北京,中国
6,5.02912E+15,智能马桶盖维修中心4008858966,2024-5-1 7:30,唐趣文旅也将以此次推介会在匈牙利成功举办为契机，根据境外旅游市场出现的新需求新变化，打造更多满足入境游市场需求的旅游精品线路和项目，吸引更多外国游客来陕西旅游观光，用旅游进一步深化陕西与匈牙利、与欧洲的人文交流合作，更好促进文明互鉴、增进民心相通。 ,0,0,0,227,4,m,陕西,西安,陕西,中国
6,5.0285E+15,五粮液,2024-4-29 14:31,#五粮液和美全球行# 从“帆船之都”到“天涯之国”，从“东方之珠”到“上帝之城”，2024年五粮液“和美全球行”跨越山海，见证世界文明的多元灿烂，以酒为媒，织密民心相知、心心相通的和美纽带，共促全球经济文化和美共生。点击下方长图，一起穿越“和美之旅”！ ,4,9,30,197,602.2万,m,四川,宜宾,四川,中国
6,5.02854E+15,携手北外看世界,2024-4-29 16:38,2024年是中法建交60周年暨中法文化旅游年，为促进中法学生交流互动，民心相通，增进友谊，2024年4月27日学生事务办公室在西校区国内大厦2号楼706教室举办了中法文化主题交流会，本次活动共计40余名学生参与。来自北京外国语大学国际商学院、英语学院，法语学院的4位中国学生代表依次为在场的同学们介绍了深圳、成都和长春的旅游景点、美食以及地域特色文化。来自国际商学院的3位法国学生代表也为同学们分享了普罗旺斯、梅斯和里昂三座城市的文化风俗、特色美食与节日。分享会之后，同学们一起品尝法国芝士和法棍。让我们一起回顾一下吧！北京外国语大学#特色美食#学在北外国商#北京外国语大学##校园生活##北京外国语大学国际商学院##中法文化大赏##中法建交60周年# @牛华勇 @CC茶Christine刘 @Lucy文心雕珑 @忽然间忘记 携手北外看世界的微博视频,3,4,4,159,6399,f,河南,郑州,河南,中国
6,5.02747E+15,聚焦拉美,2024-4-26 18:01,#北京国际电影节##中国巴西建交50周年# 【巴西文化部副部长：以电影为媒，促进巴中文化交流互鉴和民心相通】“此次展映的巴西影片，很好地呈现了巴西文化的多样性。我们希望以电影为媒，进一步推动巴中文化交流，增进两国民心相通。”第十四届北京国际电影节期间，巴西文化部副部长卡西修斯·罗萨接受人民网专访时说道。4月18日至4月26日，第十四届北京国际电影节在京举行。作为本届电影节主宾国，巴西为中国观众带来了《幽灵肖像》《火星一号》《第二个妈妈》和《里约2096:爱与骚动的故事》4部优质影片。今年是中巴建交五十周年，罗萨认为，巴西作为本届电影节主宾国是两国关系发展的里程碑，这不仅能深化巴中在文化领域的交流互鉴，也将为两国经贸合作带来更大机遇。罗萨举例称，中国首部正式引进的巴西电影《尼斯：疯狂的心》，在中国大概有400家影院放映，而巴西破票房记录的《我的老妈真是个角色》，在巴西总共也只有约600家影院上映， “由此可见，中国影视行业市场规模十分庞大，这也意味着巴中影视合作还有广阔的空间。”罗萨强调，文化交流是双边关系的重要组成部分。中国是巴西的主要贸易伙伴。但与两国密切的经贸关系相比，两国人民对彼此的了解还不够深入。“我们希望通过电影、文学和艺术等形式的交流，促进巴中民心相通。”电影节期间，罗萨参观了国家中影数字制作基地，他对中国电影产业的发展大为赞叹。他称赞，中国电影产业不仅在技术层面实现了突破，市场的繁荣也令人瞩目，“中国有8.6万块电影银幕，这既展现了中国电影市场的活力，也体现了其视听制作的实力。”近年来，中国和巴西不断深化影视合作。2017年，中巴签署《中华人民共和国政府与巴西联邦共和国政府关于合作摄制电影的协议》；2023年，巴西总统卢拉访华期间，两国签署了《中华人民共和国政府和巴西联邦共和国政府关于电视合作制作的协议》。罗萨表示，除了在影视内容方面的合作，未来还希望能够与中国同行在影视制作技术方面进行深入交流。“我们希望加强双方在人员培训和交流方面的合作，以便我们能够互相学习影像资料的保存技术，从而确保两国的电影史资料得以更好地保存。”谈及对中巴文化交流的期待，罗萨表示，希望中国观众通过观看巴西电影，进一步了解巴西文化，也欢迎中国游客到巴西来旅游，“巴西是一个热情的民族，我们会用最大的热情欢迎中国朋友，就像我们在中国感受到的一样。”,1,0,1,904,27.2万,m,,北京,北京,中国
6,5.02734E+15,中国华电,2024-4-26 9:12,【Hello World | 点击查看CHD】体验文化交流融合的魅力1月23日，华电海投携手中国外文局亚太传播中心、外交学院、印度尼西亚总统大学、亚太智库主办“促进民心相通 共建美好家园”对话会暨中国—东盟十大新闻发布活动，相关新闻稿件通过《人民日报》新华社、印尼安塔拉通讯社、新加坡AsiaOne通讯社等共164家媒体平台广泛传播。,3,1,2,106,4.4万,m,北京,北京,北京,中国
6,5.02678E+15,今日建德,2024-4-24 20:06,漫评|中老铁路：双向奔赴，铺就两国民心相通“幸福路” 漫评｜中老铁路：双向奔赴，铺就两国民心相通“幸福路” ,0,0,0,188,9.9万,f,,杭州,浙江,中国
6,5.02634E+15,礼乐名邦-通海,2024-4-23 15:19,【共建书香社会 共享现代文明】云南多地立足实际做强国门书社搭建文化交流桥梁—— 文化交融 民心相通   网页链接 ,0,0,0,752,6357,m,,玉溪,云南,中国
6,5.02631E+15,一念天堂间726,2024-4-23 13:02,2、跑出“加速度” 共绘地区繁荣新篇章 日前，中老铁路国际旅客列车开行迎来了一周年的重要时刻。这条连接中国与老挝的铁路，不仅为两国人民带来了更加便捷的出行方式，更成为促进地区繁荣、推动民心相通的重要纽带。中方期待中老铁路能够不断跑出“加速度”，为地区的共同发展和繁荣按下“快进键”。 中老铁路的开通，标志着中老两国在交通基础设施领域的合作取得了重要成果。这条铁路的建成，不仅缩短了两国之间的距离，更促进了双方的经济交流和人员往来。通过中老铁路，中国与老挝之间的货物运输更加高效，旅游业也得到了进一步的发展。可以说，中老铁路为两国的经济发展注入了新的活力，为地区的繁荣作出了积极贡献。 随着中老铁路的运行，越来越多的中老人民开始享受到它带来的便利。无论是商务出行还是旅游观光，中老铁路都成为了他们的首眩这种便捷不仅体现在速度上，更体现在服务质量上。铁路部门通过不断提升服务质量，让乘客们能够享受到更加舒适、安全的旅程。这种良好的出行体验，进一步增强了中老两国人民之间的交流和友谊。 中老铁路的开通，也为地区的发展带来了新的机遇。它促进了中国与东南亚国家的互联互通，为区域内的贸易和投资提供了更加便利的条件。通过中老铁路，中国的商品可以更加快速地进入东南亚市场，而东南亚的优质产品也可以更加便捷地进入中国市常这种互利共赢的合作模式，为地区的共同繁荣奠定了坚实的基础！ 中方期待中老铁路能够继续跑出“加速度”，在促进地区繁荣的道路上不断前进。为此，我们需要进一步加强两国在铁路建设和运营方面的合作，不断提升铁路的服务质量和运营效率。同时，我们还需要积极拓展中老铁路的运输范围，推动其与周边国家的铁路网络实现互联互通，形成更加完善的区域交通体系。 中老铁路国际旅客列车开行一周年，是两国合作的一个重要里程碑，更是地区繁荣发展的一个新起点。让我们携手共进，共同推动中老铁路的发展，为地区的共同繁荣和民心相通绘就更加美丽的画卷。,0,0,1,80,1,m,江苏,南京,江苏,中国
7,5.02627E+15,凭祥市人民政府,2024-4-23 10:30,【人文交流促进中越民心相通】网页链接 ,0,0,0,20,244,f,,崇左,广西,中国
